lesion_key,sp_density_in,sp_density_ring,sp_ratio,sp_n_clusters,sp_max_cluster,sp_top_z,sp_z_p99,sp_native_px
P_00039_RIGHT_1,0.028120829670701702,0.05211464676615945,-2.3992443252125657e-05,0.5,2.5,4.535950422286987,1.854849636554718,748.4193044517356
P_00041_LEFT_1,0.0334851326011251,0.0,3.348401139707773e-05,0.0,0.5,3.54950749874115,2.3607177734375,274.7719474506488
P_00044_RIGHT_1,10.720257829024655,9.81511249612109,0.0008876431574414645,29.5,8.5,6.8713743686676025,3.878321886062622,581.3927567710955
P_00044_RIGHT_2,5.20279486334976,4.319483674211875,0.0008750857636062502,60.0,28.0,8.700931310653687,3.878321886062622,765.5059939307821
P_00044_RIGHT_3,0.0,0.0,0.0,0.0,0.0,3.6591124534606934,2.3607177734375,199.56401951804244
P_00044_RIGHT_4,0.008039813154742283,0.03237398426624365,-2.4333679404507126e-05,0.0,1.0,4.198705196380615,2.3607177734375,689.8200709564755
P_00045_LEFT_1,0.14638688041257394,0.9976032985119468,-0.0008506406656938306,0.5,2.5,4.906920671463013,3.0352084636688232,449.6566180355922
P_00046_RIGHT_1,0.03899015498586607,0.19494904740806382,-0.00015594065242231753,1.0,4.0,4.772022724151611,2.023472309112549,642.547074329648
P_00051_LEFT_1,376.72470936652473,324.31016585614384,0.030499211210093004,99.5,92593.0,6879.686734199524,4502.3607177734375,1151.3928389490807
P_00054_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.271280288696289,2.3607177734375,383.8097193101585
P_00055_LEFT_1,0.08194183950325036,0.22518231106338019,-0.00014321847887813452,0.0,1.0,5.058681011199951,3.3724539279937744,681.6341085878541
P_00056_LEFT_1,0.6522993552271757,0.041734485205124995,0.0006103530861283808,1.0,25.0,14.670173645019531,2.697962999343872,463.94110507052
P_00057_RIGHT_1,0.04077211325651423,0.13467249423379588,-9.389216873638984e-05,0.0,1.0,3.937339663505554,2.3607177734375,445.10477394439005
P_00058_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.7265617847442627,2.023472309112549,667.0162454714551
P_00059_LEFT_1,0.034855350296270474,0.4084846567057181,-0.00037349385628489154,0.0,0.5,4.653986692428589,2.697962999343872,460.7355324365181
P_00061_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.2122621536254883,2.023472309112549,378.3080573822703
P_00064_RIGHT_1,0.017316716981349897,0.03159757330637007,-1.4280507064828855e-05,0.0,2.0,5.244165897369385,2.023472309112549,849.3168732729227
P_00065_LEFT_1,0.22428453234182957,0.24592585964217822,-2.164936253519364e-05,2.0,4.5,6.205315113067627,3.0352084636688232,597.3046405407072
P_00066_LEFT_1,16.202645852601485,25.74536164466627,-0.009165866574569484,90.5,47.0,13.10198450088501,5.395926237106323,496.8704347134992
P_00068_RIGHT_1,0.22660479913970588,0.12079151384709991,0.00010579963915115543,1.5,10.0,10.783421039581299,2.1920950412750244,662.0637539133029
P_00074_LEFT_1,0.044514183331664056,0.0,4.451319260480603e-05,1.0,3.0,4.2998785972595215,1.6862269639968872,570.3579047843984
P_00074_RIGHT_1,0.25753792692116384,2.4712158038027328,-0.002207876191722121,0.5,5.0,5.606704473495483,2.1920950412750244,305.0362294126153
P_00076_LEFT_1,3.241245456804139,13.739138624118327,-0.010324902535442678,9.0,6.0,6.4076621532440186,4.046944737434387,307.230522740599
P_00079_RIGHT_1,2.7934387542735672,3.195254555963828,-0.00039946579514336933,37.5,15.5,8.422703981399536,3.3724539279937744,846.7216788210521
P_00080_RIGHT_1,1.5706680144549743,1.3605236309358584,0.00020940796376907122,12.5,45.0,6.888237476348877,2.6979631185531616,594.3706562037628
P_00081_RIGHT_1,0.0057921990662975105,0.035808068751492,-3.0014621077932736e-05,0.0,0.5,3.288142442703247,2.023472309112549,547.6469005707177
P_00086_RIGHT_1,0.12815939754487465,0.056596298602071424,7.15578396691661e-05,1.0,3.0,4.527519226074219,2.1920950412750244,353.4372947345604
P_00090_LEFT_1,0.0907851607032283,0.11911607795911612,-2.8329362435337838e-05,0.5,5.0,6.061986207962036,2.3607177734375,535.6567523239074
P_00092_LEFT_1,0.24206067836301495,0.12422648624306255,0.00011779947024204034,2.0,11.0,8.937002897262573,2.3607177734375,552.9847131412143
P_00092_LEFT_2,0.0225392746861406,0.0,2.253902068050564e-05,0.0,2.0,4.013219833374023,2.3607177734375,576.1847781713595
P_00092_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.0267776250839233,2.1920950412750244,231.73079938717729
P_00092_RIGHT_2,0.08043434546551377,0.0,8.043111079699968e-05,0.0,2.0,3.7265613079071045,2.3607177734375,330.8207264390765
P_00094_RIGHT_1,0.009434496292242956,0.0171939477303989,-7.759244821695272e-06,0.0,0.5,3.498921036720276,2.023472309112549,452.25081312267935
P_00095_LEFT_1,0.04666246704463265,0.18383197757249875,-0.00013713790186324688,0.0,0.5,3.8530290126800537,2.1920949816703796,418.2231089618409
P_00096_RIGHT_1,1.0494489374251106,3.8378952344322146,-0.0027779914094234115,8.5,7.0,6.61000919342041,3.3724539279937744,591.6797968615947
P_00099_LEFT_1,0.0,0.08090614886731391,-8.090287614137289e-05,0.0,0.0,2.4450292587280273,1.6862269639968872,325.67947672935094
P_00106_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.119519829750061,2.023472309112549,214.66567545973948
P_00106_LEFT_2,0.35481963335304556,0.0,0.00035469379591010735,0.5,3.0,3.684406042098999,2.1920950412750244,300.3012916498782
P_00106_LEFT_3,0.0,0.07984669434685404,-7.98403195309242e-05,0.0,0.0,3.448333978652954,2.3607177734375,252.39599492003268
P_00106_LEFT_4,1.0914647456887143,0.0,0.0010908695311076242,0.0,2.0,5.092405319213867,3.3724539279937744,179.22022057139282
P_00106_LEFT_5,0.0,0.0,0.0,0.0,0.0,3.288142442703247,2.3607177734375,307.5649457560257
P_00106_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.0857956409454346,2.3607177734375,134.48316817918905
P_00106_RIGHT_2,0.2940599882376005,0.0,0.00029397355084962747,0.0,1.0,4.013220310211182,2.6979631185531616,249.79546062737776
P_00106_RIGHT_3,1.1964902951342729,0.09342301943198804,0.0011016466932015747,1.5,7.5,4.544381618499756,2.529340386390686,223.45341141998796
P_00106_RIGHT_4,0.4398504508467121,0.0,0.00043975374499352664,0.0,2.0,4.283016204833984,2.3607177734375,194.46111209962362
P_00107_RIGHT_1,0.0,0.031177901103697697,-3.117741508304112e-05,0.0,0.0,3.591663360595703,2.3607177734375,498.4060507147907
P_00108_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.1110886335372925,1.854849636554718,356.2598699509073
P_00109_LEFT_1,4.6482286928516885,3.3224462214213313,0.0013205199464800471,19.0,7.0,6.879805564880371,4.721435546875,380.8781505901425
P_00110_LEFT_1,1.0372296719970127,1.2471406350507732,-0.00020948133441515575,33.0,28.5,14.754486560821533,3.0352084636688232,1275.336518663898
P_00110_RIGHT_1,0.045278576441556674,0.0,4.527755139775595e-05,0.0,2.0,3.7434239387512207,1.6862269639968872,400.84081056082806
P_00114_LEFT_1,0.1795045673939926,0.25847426334834944,-7.895240625409048e-05,1.0,7.0,6.289626598358154,2.023472309112549,469.693443156758
P_00116_RIGHT_1,268.15349392337305,240.04976070770303,0.018127618160906533,53.5,15206.5,8829.283016681671,5502.697474718094,507.0800235908208
P_00116_RIGHT_2,0.0,0.10648643741326992,-0.00010647652931952892,0.0,0.0,3.9710646867752075,1.854849636554718,742.5456413275696
P_00117_LEFT_1,0.5700480469068108,2.3470147117751448,-0.0017743791434287517,1.0,3.0,5.598273277282715,3.3724539279937744,355.4427377709701
P_00118_RIGHT_1,0.08409368035992096,0.0,8.408660940566346e-05,0.5,3.0,3.987926721572876,1.5176042318344116,508.1279622336476
P_00119_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.052070736885071,1.854849636554718,305.68449537155556
P_00120_LEFT_1,703.9040790445722,743.9010290735455,-0.023306306267206534,76.5,244820.0,17449.9990234375,7499.99951171875,1236.6843351127388
P_00122_RIGHT_1,0.0,0.10366454154356503,-0.00010365916874628748,0.0,0.0,3.3893160820007324,2.3607177734375,390.7442795843643
P_00124_RIGHT_1,0.0,0.0,0.0,0.0,0.0,2.647376298904419,1.6862269639968872,233.9679239846091
P_00126_RIGHT_1,0.1475000999744276,0.08091269520187717,6.657959616973333e-05,1.5,3.5,5.809051752090454,2.1920949816703796,449.8585174328266
P_00128_LEFT_1,0.020886637773484415,0.017985611510791366,2.900969879082929e-06,0.0,2.0,4.721436023712158,2.023472309112549,1131.982912898255
P_00131_LEFT_1,0.0,0.0,0.0,0.0,0.0,2.858154773712158,1.854849636554718,427.29100052160635
P_00133_LEFT_1,0.04715227464906172,0.024585125998770743,2.2566080939892006e-05,0.5,3.0,4.046944499015808,1.854849636554718,550.3325078384556
P_00134_LEFT_1,0.09187634139851789,0.17610800252434922,-8.421058113751323e-05,1.0,3.0,5.109267950057983,2.697962999343872,525.7681553356476
P_00137_LEFT_1,0.15327628049559333,0.022993791676247415,0.00013025952869967893,0.5,6.0,4.965938448905945,1.854849636554718,324.6936274643582
P_00145_LEFT_1,633.292784343985,541.3382941349328,0.05913586447290031,90.0,49656.0,25300.0,6499.99951171875,531.3204852136566
P_00146_RIGHT_1,0.25533759618069757,0.32028892300887235,-6.489453621806208e-05,1.0,6.0,11.516930103302002,2.023472309112549,818.8695738709777
P_00147_RIGHT_1,0.008880363739698778,0.6582138155615603,-0.000648900665103951,0.0,0.5,3.4230406284332275,1.854849636554718,475.3208713177762
P_00148_RIGHT_1,0.034910715844228384,0.016952025767079167,1.795775874047819e-05,0.5,2.0,3.5495078563690186,1.9510172605514526,438.7390192188954
P_00149_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.068933129310608,1.854849636554718,505.7553173713368
P_00156_RIGHT_1,0.09822700260301558,0.16827033394012636,-7.003399942858199e-05,0.0,2.0,4.923782825469971,2.697962999343872,746.4456517965716
P_00158_RIGHT_1,0.0,0.0,0.0,0.0,0.0,2.4618916511535645,1.6862269639968872,230.86136556603884
P_00159_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.0183465480804443,2.023472309112549,396.8193006671083
P_00160_LEFT_1,0.11444986208677937,0.49913654506735056,-0.00038449214332381885,1.0,3.5,5.13456130027771,2.697962999343872,399.8245107774768
P_00160_RIGHT_1,0.29423303256178895,0.0314346787375833,0.00026271280279293143,1.0,2.0,5.4127891063690186,2.529340386390686,368.0162218821428
P_00166_RIGHT_1,2.9622863231820356,2.1547286391592007,0.0008053595569514013,13.5,13.5,12.090246200561523,4.046944618225098,410.81126854762033
P_00169_RIGHT_1,0.0,0.22592743210880664,-0.00022590191434988582,0.0,0.0,4.283016681671143,2.697962999343872,613.7290332334949
P_00171_RIGHT_1,1.4396202932404059,1.409460095756994,3.018951988339899e-05,8.0,8.0,9.45973253250122,4.046944618225098,511.50885570389573
P_00172_LEFT_1,0.13080133655183893,0.10855245264619957,2.2238210770709797e-05,2.5,7.0,11.651828527450562,1.854849636554718,810.5109332522816
P_00173_LEFT_1,0.18828381930399024,0.032771842432981584,0.0001554869492483768,0.5,7.0,7.014703750610352,2.697962999343872,431.46774351016296
P_00173_RIGHT_1,0.08787015301959504,0.030915723737092688,5.6947664765782333e-05,1.5,2.5,4.99966299533844,2.3607176542282104,498.9306386377797
P_00173_RIGHT_2,0.3411404613101568,0.1256755613994645,0.0002153915173327122,2.5,4.0,5.960812330245972,2.697962999343872,444.8243225700668
P_00174_RIGHT_1,0.04788864294227822,0.0,4.7886349766576964e-05,0.5,4.5,4.864764928817749,1.3489815592765808,601.1207753331967
P_00175_RIGHT_1,0.0,0.0,0.0,0.0,0.0,2.6642385721206665,1.5176042318344116,465.2508617705398
P_00177_LEFT_1,0.2716356996637733,0.0,0.0002715926813167637,1.0,4.0,4.384190320968628,2.1920950412750244,274.5901947697219
P_00187_LEFT_1,5.507309275331754,3.498542274052478,0.0019911749442435636,0.5,162.5,13.36334776878357,5.058680772781372,430.92354380463865
P_00190_LEFT_1,0.10037347296398683,0.513258009252516,-0.00041275790152897,1.0,5.0,5.598273277282715,2.697962999343872,1034.9856756344022
P_00192_RIGHT_1,0.00368580027016916,0.0034987911676515764,1.8700843072799893e-07,0.0,2.0,3.844597339630127,1.6862269639968872,1477.763279295843
P_00194_RIGHT_1,14.012762273944716,23.507417631107376,-0.00933581817324452,306.5,13.5,9.746391773223877,5.058680772781372,1003.7791479814996
P_00198_LEFT_1,0.06716244782036673,0.0,6.7159084708445e-05,0.5,2.5,4.055376052856445,2.3607176542282104,422.0165759178727
P_00199_LEFT_1,0.0496062553031384,0.06239228585537284,-1.2784754144001407e-05,0.5,4.5,4.805747032165527,2.3607176542282104,672.8528947275655
P_00200_LEFT_1,386.8675600922969,326.5918790644965,0.035192290726038744,8.0,126513.0,8151.516627788544,4000.8428693413734,946.7928174332131
P_00200_RIGHT_1,377.72003939488803,316.9161326416167,0.035890116418617925,13.5,130595.5,8802.116214990616,3501.0114920139313,1027.7191649797987
P_00202_RIGHT_1,0.10688654756451366,0.2964719833975689,-0.0001895089980315741,1.0,6.0,4.982800364494324,2.023472249507904,653.5535255809295
P_00203_LEFT_1,0.08405621679779436,0.09370900231148872,-9.651069889440514e-06,0.5,2.0,4.013220191001892,2.3607176542282104,359.1272817137692
P_00205_RIGHT_1,0.058678558854594526,0.022311468094600623,3.636414564288832e-05,0.0,1.0,4.350465774536133,2.697962999343872,402.49790349154847
P_00206_RIGHT_1,17.899875562362404,5.99418006935127,0.011765272785295537,2.0,771.0,16.727373123168945,12.478078842163086,795.449112916491
P_00207_LEFT_1,0.12694382735639478,0.0,0.00012692771534812653,0.5,1.5,3.6844056844711304,2.1920950412750244,293.81468202581266
P_00207_LEFT_2,2.5539575827596273,0.0,0.002550084113208324,4.5,32.0,6.761769771575928,2.6979631185531616,330.2893779488289
P_00207_LEFT_3,0.20130850528434827,0.0,0.0002012679910441652,0.5,4.0,4.139686942100525,2.1920950412750244,297.1798492493152
P_00208_RIGHT_3,0.1810418961121253,0.26163551266025176,-8.057578205252622e-05,1.0,12.0,7.689194679260254,2.023472309112549,510.2169637698404
P_00209_LEFT_1,0.5906093119401516,0.9798681631925886,-0.00038895343485569024,1.0,6.0,5.429651260375977,3.3724539279937744,288.3784543884049
P_00212_RIGHT_1,7.711204139775568,10.012242042672263,-0.0022609696499406168,51.5,7.5,6.196884512901306,3.5410764813423157,648.7148115126063
P_00215_RIGHT_1,39.43344600032191,30.211480362537767,0.008911699348072781,145.0,21.0,15.547012329101562,6.744907855987549,338.2283213767618
P_00217_LEFT_1,0.7457528465931827,0.17653029701222472,0.0005689601937384472,6.0,6.0,15.816808700561523,2.697962999343872,379.99406240226483
P_00218_LEFT_1,0.20365413708832772,0.06987143655673561,0.00013374611834555158,0.5,3.5,3.9626333713531494,1.854849636554718,301.0605371767065
P_00219_RIGHT_1,0.8900756564307966,0.0,0.0008896797739865131,2.0,24.0,19.324161529541016,1.6862269639968872,483.05342636576256
P_00221_RIGHT_1,0.0,0.08393486654356219,-8.393134420974772e-05,0.0,0.0,4.215567588806152,3.3724539279937744,312.20154660150087
P_00224_LEFT_1,0.018791340950090198,0.0,1.8790987844442573e-05,0.0,0.5,3.54107666015625,2.1920950412750244,350.49823181571605
P_00224_RIGHT_1,1.0527940815362762,3.738543174143753,-0.0026729364603201087,6.0,3.5,5.691015720367432,3.0352084636688232,777.6495349160589
P_00225_RIGHT_1,0.7790917901683532,1.1323975322506765,-0.0003524750845844515,2.0,13.0,14.703898429870605,3.0352084636688232,418.77264939464146
P_00226_LEFT_1,0.017773459485399105,0.024561274238907513,-6.787527405447292e-06,0.5,3.0,4.274585247039795,1.854849636554718,798.979405832217
P_00229_LEFT_1,0.009809691975671964,0.0,9.809595746873937e-06,0.0,1.0,3.3471604585647583,1.854849636554718,612.6727150001759
P_00230_RIGHT_1,0.7071935752985529,0.26851854177164536,0.00043844027202767026,2.0,9.0,7.301362752914429,3.3724539279937744,365.0397140802482
P_00231_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.0014840364456177,1.854849636554718,477.68277477733295
P_00234_LEFT_1,2.4593491876493414,2.374802099825015,8.434322392219086e-05,81.0,14.0,14.636448860168457,4.046944618225098,1103.95694523228
P_00235_RIGHT_1,0.35632274922796736,0.45110068567304223,-9.47014725401608e-05,2.5,2.0,5.041818737983704,2.6979631185531616,551.6746811125147
P_00236_RIGHT_1,0.0,0.02260653328812027,-2.2606277764297613e-05,0.0,0.0,3.2206931114196777,1.6862269639968872,828.5633787789694
P_00238_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.3387292623519897,2.3607177734375,284.0792874149279
P_00239_RIGHT_1,0.0,0.0804160188709591,-8.040955282815665e-05,0.0,0.0,3.33029842376709,2.0234723687171936,388.58789666501224
P_00240_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.1701067686080933,1.854849636554718,463.9881422816259
P_00241_RIGHT_1,0.0,0.020467477178762947,-2.046705827257278e-05,0.0,0.0,3.3302981853485107,2.023472309112549,442.69501809548353
P_00242_RIGHT_1,0.0450011250281257,0.14198898165502358,-9.696972455175529e-05,0.5,3.0,4.122824788093567,2.1920950412750244,497.4639699627185
P_00247_RIGHT_1,0.18461837438662973,0.3813228088238098,-0.00019659317679622808,1.0,3.0,5.859638452529907,2.3607176542282104,608.4218320338643
P_00248_LEFT_1,0.0,0.0,0.0,0.0,0.0,2.8834478855133057,1.6862269639968872,552.499565253228
P_00254_LEFT_1,0.03821266622509808,0.20462451401677922,-0.00016637144815373535,0.0,1.0,3.203831434249878,2.023472309112549,386.74987315143267
P_00259_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.1363823413848877,2.023472309112549,466.89699024529
P_00264_LEFT_1,0.024339190965292315,0.0245368666421298,-1.9766601570192084e-07,0.0,1.0,3.4736276865005493,1.854849636554718,493.8279999881754
P_00265_RIGHT_1,0.037995963951578074,0.036851908928882515,1.1446905687678234e-06,1.0,8.0,5.960812330245972,1.6862269639968872,920.5298509555178
P_00273_LEFT_1,0.9941056563607699,1.6439784277952647,-0.0006490167139145931,8.0,11.0,6.812356472015381,4.046944618225098,606.9986453176649
P_00278_RIGHT_1,0.2659163915165865,0.06606328863050802,0.00019981500943747733,0.5,4.5,4.915351629257202,2.1920949816703796,326.48582258138777
P_00279_LEFT_1,607.3951369579364,580.8873400846645,0.01662864433828909,201.0,46318.0,12400.0,5999.99951171875,577.8470914069762
P_00281_LEFT_1,0.1397233477714126,0.022495163539838936,0.00011721867684617412,2.0,5.0,5.429650783538818,2.697962999343872,599.3068500400069
P_00283_RIGHT_1,1.428136753387088,1.8620214795318788,-0.00043276836853042654,2.0,147.0,17.27539563179016,2.3607177138328552,668.9821390190071
P_00287_RIGHT_1,0.06827403245942572,0.14436561623494473,-7.607540727443441e-05,0.5,3.0,3.9036154747009277,1.854849636554718,556.459549865782
P_00289_LEFT_1,0.02954384306310565,0.0,2.9542970258823866e-05,0.0,0.5,3.5748010873794556,2.023472309112549,331.12676235515266
P_00294_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.1279510259628296,1.854849636554718,382.12509353627274
P_00296_LEFT_1,0.06684162776145014,0.5425478601006811,-0.00047548156911644335,1.0,9.0,10.463038921356201,1.854849636554718,992.3132384935543
P_00298_LEFT_1,0.29764857624764357,0.515331100231899,-0.00021750569970363916,0.0,1.0,4.485363483428955,2.6979631185531616,412.4422320412052
P_00303_LEFT_1,0.07408139075464244,0.0,7.407590324420947e-05,0.0,1.0,4.325172185897827,2.6979631185531616,386.02010240759125
P_00303_RIGHT_1,0.0695068135477076,0.05094762584063582,1.855923227040744e-05,0.5,2.5,4.881626844406128,2.3607176542282104,479.09832360228654
P_00304_LEFT_1,0.0,0.0,0.0,0.0,0.0,3.4736275672912598,2.023472309112549,377.53867106851567
P_00309_LEFT_1,0.0,0.06232678346625476,-6.232466237452781e-05,0.0,0.0,3.768717646598816,2.3607177734375,436.69595701745504
P_00309_LEFT_2,0.23539163967557616,0.2727520683698518,-3.732051335203317e-05,0.0,2.0,4.755159854888916,2.529340386390686,332.8744227194395
P_00313_RIGHT_1,0.24670827621224317,0.16457910869608983,8.210900834727886e-05,0.5,3.5,5.362201929092407,3.0352084636688232,408.21666053362515
P_00314_RIGHT_1,0.006859256291995797,0.003114508001171055,3.7447109419779644e-06,0.5,2.0,3.4820587635040283,0.8431134521961212,1129.3646161955232
P_00317_RIGHT_1,0.15907102521275748,0.15724506643604055,1.8256700323128125e-06,0.0,2.0,4.890058517456055,2.697962999343872,320.7366902551479
P_00319_LEFT_1,0.4619921939264795,0.8894268973802795,-0.0004270901547336413,7.0,6.5,6.39080023765564,3.3724539279937744,971.6139308757661
P_00320_LEFT_1,0.08571703725409209,0.19674823356719523,-0.0001110100971607209,1.0,3.0,6.04512357711792,2.1920950412750244,501.9243570168795
P_00324_RIGHT_1,0.02534648647004552,0.10534815492059771,-7.999516571967493e-05,0.5,2.0,4.628693103790283,2.079679846763611,587.030908640035
P_00328_LEFT_1,0.14109413800887952,0.20084892144129188,-5.974456882986085e-05,1.0,6.0,6.272764205932617,2.023472309112549,782.665867355934
P_00328_RIGHT_1,0.49049061592844784,0.34460104120117596,0.00014583677953663776,3.5,9.5,5.657291650772095,2.3607177734375,465.14336563874474
P_00328_RIGHT_2,0.7143008512864039,0.0,0.0007139374351791144,3.0,12.0,5.716309547424316,2.3607177734375,380.49493104926887
P_00330_LEFT_1,1.3041818994609289,1.152377888799177,0.00015120426995415316,4.0,4.5,5.7500340938568115,3.709699273109436,353.96292463303746
P_00332_LEFT_1,0.0,0.0,0.0,0.0,0.0,2.9424660205841064,1.854849636554718,345.2282009019432
P_00332_RIGHT_1,0.02289656856759067,0.0,2.289604433074274e-05,0.0,1.0,3.642250180244446,2.023472309112549,527.6010474092659
P_00333_RIGHT_1,0.1737340799444051,0.2565118716252109,-8.276917980800625e-05,1.5,4.0,4.991231679916382,2.6979631185531616,555.4169390227726
P_00334_LEFT_1,9.437794931091597,23.843643022052387,-0.014170285407119195,118.0,13.0,9.173074722290039,4.721435546875,897.0820913234603
P_00335_LEFT_1,0.839945482783759,0.5362223681330708,0.0003035142736894197,15.0,38.0,6.846080780029297,2.023472309112549,879.4510938481052
P_00340_LEFT_1,1.5808033723805277,1.5521924718665114,2.8566151698682964e-05,10.0,8.0,10.28598403930664,4.046944618225098,412.678995781786
P_00342_RIGHT_1,0.5376379298625233,0.36284470246734396,0.0001747133332576514,1.0,8.0,8.245649814605713,2.529340386390686,258.9431512123731
P_00342_RIGHT_2,0.160479298170536,0.0,0.0001604664227454397,0.0,2.0,3.7096989154815674,2.023472309112549,310.205375261566
P_00342_RIGHT_3,0.0,0.0,0.0,0.0,0.0,2.8159992694854736,2.023472309112549,331.3366452724752
P_00343_LEFT_1,714.1591469153282,552.4049260960221,0.09898365247734575,16.0,37401.5,24849.99951171875,8999.999755859375,524.7792802572449
P_00343_RIGHT_1,0.0,0.0,0.0,0.0,0.0,3.1110883951187134,2.3607177734375,203.23477699144908
P_00343_RIGHT_2,573.800935817387,437.7551169870219,0.08882792864330744,24.5,28939.0,15650.0,8499.999755859375,488.7874895577972
P_00347_LEFT_1,0.030219392791667504,0.3623087210582445,-0.0003320229968331374,0.0,1.0,3.912046432495117,2.0234723687171936,449.8526374275476
P_00348_LEFT_1,0.9678346118421224,0.49424585308175173,0.00047320473161953147,2.5,7.5,7.588021516799927,3.709699273109436,345.2151044386877
P_00351_LEFT_1,0.008920367875971204,0.008971506495370702,-5.113770445011564e-08,0.0,1.0,3.5663700103759766,1.854849636554718,626.4689066194067
P_00354_LEFT_1,0.12334331980734689,0.5804505041685193,-0.00045694975255574386,1.0,3.5,5.058681011199951,3.0352084636688232,590.3819206692899
P_00356_LEFT_1,0.051141594026661824,0.29136030987025896,-0.00024017758635805348,1.0,3.0,5.058681011199951,2.697962999343872,904.805852854998
P_00358_RIGHT_1,0.4669477690863063,0.5257005007752765,-5.873542806861655e-05,7.5,17.5,15.108592987060547,3.0352084636688232,879.1214218051216
P_00359_LEFT_1,12.97112682879566,19.102973154226024,-0.006035080056129462,137.0,22.0,9.409146308898926,5.395925998687744,617.2850924998918
P_00361_RIGHT_1,1.0466909008613983,0.5896904844091588,0.0004566268165815936,11.0,7.0,6.643733978271484,4.046944618225098,673.9503275815242
P_00363_LEFT_1,3.6679051328384418,3.5114110713402384,0.00015644584370560393,23.5,146.5,12.174557209014893,3.0352084636688232,839.0267462679212
P_00366_RIGHT_1,2.920157906567625,0.39033824153977453,0.0025236571445943655,2.0,70.0,12.208282232284546,3.709699273109436,375.72191738592255
P_00369_LEFT_1,0.1533983134310453,0.2752892185603707,-0.00012186369894530016,1.5,7.0,6.104141712188721,1.854849636554718,521.4851516920362
P_00370_RIGHT_1,0.6416355876667694,0.5079515446047089,0.00013360923715046314,1.5,5.0,6.896668195724487,2.529340445995331,325.6955868658249
P_00375_RIGHT_1,4.848273924098517,8.968696951382707,-0.004063874421252997,33.0,9.0,8.220355987548828,3.2038312554359436,606.5955829642508
P_00376_RIGHT_1,0.05609783462358353,0.0,5.609468789189832e-05,0.0,1.0,3.5073522329330444,2.1920950412750244,311.3827130068805
P_00376_RIGHT_2,0.0,0.0,0.0,0.0,0.0,2.967759609222412,2.023472309112549,332.7388434922548
