i,abn,split,ok,why,area,midtone,black_in_mask,mean_in,mean_out,contrast,centroid_dist
55,calcification,test,True,ok,0.4086151123046875,1.0,0.0,113.55804921767056,103.88644631937457,9.671602898295987,61.86761338200359
56,calcification,test,True,ok,0.4646148681640625,1.0,0.0,163.44829058425563,150.75270043035883,12.695590153896802,83.17888400579669
57,calcification,test,True,ok,0.46685791015625,1.0,0.0,145.73976990456268,138.9226674298798,6.817102474682883,107.39059331934493
58,calcification,test,True,ok,0.54345703125,0.9879302978515625,0.0,177.01586365678347,156.71811497326203,20.297748683521434,92.79632143142311
59,calcification,test,True,ok,0.4646148681640625,1.0,0.0,124.68967782193175,117.93826773448856,6.75141008744319,23.214134885410715
60,calcification,test,True,ok,0.457672119140625,1.0,0.0,126.44308861772355,122.90414157897699,3.5389470387465565,86.39919609433208
61,calcification,test,True,ok,0.4653167724609375,1.0,0.0,120.15684538448926,110.37516052624069,9.781684858248568,66.0440223395921
62,calcification,test,True,ok,0.4117889404296875,1.0,0.0,188.8869826212621,185.94370800798984,2.9432746132722514,116.11986433056227
63,calcification,test,True,ok,0.476470947265625,1.0,0.0,105.14167680778839,112.33004954823667,-7.188372740448287,117.18070964896961
64,calcification,test,True,ok,0.510650634765625,0.9952850341796875,0.0,160.08814916631806,122.13551605862176,37.9526331076963,106.70951781362129
65,calcification,test,True,ok,0.434356689453125,0.5562286376953125,0.2765053045738776,65.31521815499192,50.49811168060426,14.817106474387664,112.67616725773065
66,calcification,test,True,ok,0.489898681640625,0.9812164306640625,0.0,174.067059116676,137.42740053843852,36.63965857823749,37.31706631776051
67,calcification,test,True,ok,0.4200897216796875,0.9616851806640625,0.0,152.47815190149285,101.34382318116037,51.134328720332476,24.86249849850093
68,calcification,test,True,ok,0.5229644775390625,1.0,0.0,173.69430747235432,156.676422608195,17.017884864159328,79.84083270206573
69,calcification,test,True,ok,0.4552764892578125,0.9730377197265625,0.0,130.38666756041158,109.15972436202695,21.22694319838463,100.79409536018485
70,calcification,test,True,ok,0.4849090576171875,1.0,0.0,182.67201611126845,170.86177681666024,11.810239294608209,115.3288844159013
71,calcification,test,True,ok,0.4769744873046875,1.0,0.0,115.60321827313733,88.411062811798,27.192155461339325,43.242631840765085
72,calcification,test,True,ok,0.4575653076171875,1.0,0.0,79.76359755894221,69.14149483811077,10.622102720831435,54.78692171044414
73,calcification,test,True,ok,0.39825439453125,1.0,0.0,176.15241379310345,158.49594279338675,17.656470999716703,43.19698347200732
74,calcification,test,True,ok,0.3312225341796875,0.95849609375,0.0,182.79301607776293,151.16397818795775,31.629037889805176,39.75287165749108
75,calcification,test,True,ok,0.496246337890625,0.7162933349609375,0.06863046553102516,93.46027304593814,47.76676561458775,45.69350743135039,42.59121650014296
76,calcification,test,True,ok,0.4738006591796875,0.9220123291015625,0.003929019999355898,77.17912466587228,76.24535305205161,0.9337716138206673,112.93036046778042
77,calcification,test,True,ok,0.4351348876953125,1.0,0.0,192.31686362520603,186.7570706934277,5.559792931778333,49.90583692271565
78,calcification,test,True,ok,0.4134368896484375,0.6513519287109375,0.1949068093744233,141.50651411699576,93.99643609687573,47.510078020120034,25.78426560437005
79,calcification,test,True,ok,0.4481048583984375,1.0,0.0,175.00027241461504,172.58118831043157,2.4190841041834688,39.97943867784214
80,calcification,test,True,ok,0.4569549560546875,0.9959259033203125,0.0,178.38548101646242,155.23481974767483,23.150661268787587,30.793968950028642
81,calcification,test,True,ok,0.4518585205078125,1.0,0.0,173.59085536757505,166.62820477131643,6.962650596258612,29.87005060248334
82,calcification,test,True,ok,0.4807586669921875,0.9710235595703125,0.0,112.9946361126099,102.00734667489495,10.98728943771495,128.02046285783197
83,calcification,test,True,ok,0.3524322509765625,0.58697509765625,0.2770056717322596,136.4052474347318,94.13386272061076,42.27138471412103,37.88082194225326
84,calcification,test,True,ok,0.4217376708984375,1.0,0.0,209.2094142335106,207.39839565137083,1.8110185821397806,26.527004591744753
85,calcification,test,True,ok,0.430511474609375,0.5845489501953125,0.12759622882257035,51.108917558658824,25.560393333690584,25.54852422496824,14.608187792695537
86,calcification,test,True,ok,0.4197998046875,1.0,0.0,171.61122419307938,166.5897590995161,5.021465093563279,45.995610300605065
87,calcification,test,True,ok,0.426605224609375,0.800750732421875,0.0,166.73073896559126,140.9233061897919,25.807432775799356,81.2311051866278
88,calcification,test,True,ok,0.3911895751953125,1.0,0.0,127.05297031633967,104.12448933557232,22.928480980767347,29.396713881724367
89,calcification,test,True,ok,0.430511474609375,0.9959564208984375,0.0,120.4224498475934,91.97899362306414,28.443456224529257,47.78751147564202
90,calcification,test,True,ok,0.34136962890625,0.9676666259765625,0.0,179.20507777579118,134.08175794643685,45.12331982935433,25.2917793259796
91,calcification,test,True,ok,0.4130706787109375,1.0,0.0,159.30504968416386,133.55759781619653,25.747451867967328,49.57120131910074
92,calcification,test,True,ok,0.4104156494140625,1.0,0.0,154.239283191434,138.3435389114625,15.895744279971495,20.936509532170664
93,calcification,test,True,ok,0.3907318115234375,0.955474853515625,0.0,187.26188151677275,165.25016905006387,22.01171246670887,35.92299239271057
94,calcification,test,True,ok,0.402679443359375,1.0,0.0,175.821864342554,169.3357175701221,6.48614677243188,33.82809597357657
95,calcification,test,True,ok,0.4563751220703125,0.992919921875,0.0,181.1898425223177,150.91885367838998,30.27098884392771,8.234315039125885
96,calcification,test,True,ok,0.4638671875,1.0,0.0,181.71256578947367,166.43858151183971,15.273984277633957,15.03736802927015
97,calcification,test,True,ok,0.4821014404296875,1.0,0.0,134.83880360816585,133.99796706048733,0.8408365476785207,82.37720248066415
98,calcification,test,True,ok,0.4463958740234375,0.9915008544921875,3.418219107844813e-05,64.01962057767904,72.38868829414845,-8.369067716469416,153.73380919842563
99,calcification,test,True,ok,0.454498291015625,0.9999847412109375,0.0,100.07694890216881,91.19762237762238,8.879326524546428,114.44659958899855
100,calcification,test,True,ok,0.4315338134765625,0.999847412109375,0.0,191.09239418690993,166.39940947523823,24.6929847116717,55.888121807105186
101,calcification,test,True,ok,0.366790771484375,1.0,0.0,135.7056743489475,127.87274085498096,7.832933493966536,119.67882629060743
102,calcification,test,True,ok,0.3332672119140625,1.0,0.0,109.23002609770614,92.59608650875386,16.633939588952288,140.3696232447683
103,calcification,test,True,ok,0.432464599609375,1.0,0.0,134.12589090395878,131.8859762327257,2.239914671233066,135.9556861205815
104,calcification,test,True,ok,0.2916107177734375,0.8833160400390625,0.0,99.1876406258176,77.86022617124394,21.327414454573656,92.28209836320517
105,calcification,test,True,ok,0.309906005859375,1.0,0.0,113.47961595273264,95.6943572281431,17.78525872458954,56.80192693665209
106,calcification,test,True,ok,0.2931671142578125,0.9983978271484375,0.0,154.59558632176132,139.40139887312998,15.19418744863134,32.54462640047016
107,calcification,test,True,ok,0.3464813232421875,0.998321533203125,0.0,124.26287048046858,107.7895117794018,16.473358701066772,25.512058709450347
108,calcification,test,True,ok,0.4341278076171875,0.46990966796875,0.3698639766616288,28.026642297283047,24.72589995955238,3.300742337730668,71.91609243878612
109,calcification,test,True,ok,0.3673248291015625,0.3654937744140625,0.45494952851742615,24.921862667719022,25.761594674770276,-0.8397320070512535,123.80041860856308
110,calcification,test,True,ok,0.4666290283203125,0.9999847412109375,0.0,150.83960629148817,151.02935202403089,-0.18974573254271832,138.11561074487693
111,calcification,test,True,ok,0.4604949951171875,0.9762115478515625,0.0,119.31869843268498,99.80032242554515,19.518376007139835,49.307197330539125
112,calcification,test,True,ok,0.458343505859375,0.8629913330078125,0.0,156.85584925760702,82.51991661502056,74.33593264258646,57.937777353446066
113,calcification,test,True,ok,0.4849700927734375,1.0,0.0,142.12097662272285,142.39252807157882,-0.2715514488559734,53.18095858185258
114,calcification,test,True,ok,0.4253692626953125,1.0,0.0,136.39756788750583,136.63124352744364,-0.2336756399378146,70.80271817526153
115,calcification,test,True,ok,0.377777099609375,0.998565673828125,0.0,166.47528071734388,164.98844965422532,1.486831063118558,116.09427397636689
116,calcification,test,True,ok,0.4274444580078125,1.0,0.0,152.51129832577732,142.77419182901153,9.73710649676579,65.60097852630818
117,calcification,test,True,ok,0.3051300048828125,1.0,0.0,144.39235885382809,107.10134170710819,37.291017146719895,9.15025908771461
118,calcification,test,True,ok,0.4386444091796875,1.0,0.0,121.6203777785508,119.98037456848515,1.6400032100656574,109.25718200619605
119,calcification,test,True,ok,0.413848876953125,1.0,0.0,133.9139075289433,135.5215025771854,-1.6075950482421035,76.53784769878084
120,calcification,test,True,ok,0.41680908203125,0.7146759033203125,0.002855469322009079,47.14617806413823,40.52082679225536,6.62535127188287,125.77541524349463
121,calcification,test,True,ok,0.4460906982421875,1.0,0.0,115.94400547289209,100.34376463458307,15.60024083830902,21.325316661362052
122,calcification,test,True,ok,0.479949951171875,0.9999847412109375,0.0,90.463979144147,71.60339768792912,18.860581456217886,54.43779704459026
123,calcification,test,True,ok,0.3807373046875,1.0,0.0,157.13758416159024,136.1304701360142,21.007114025576044,13.970938436829904
124,calcification,test,True,ok,0.397216796875,0.9821014404296875,0.0,134.72672095881993,102.0823714054273,32.64434955339263,65.63719006756767
125,calcification,test,True,ok,0.4011993408203125,1.0,0.0,155.14053170045258,160.97240272150447,-5.831871021051882,130.85651204953575
126,calcification,test,True,ok,0.4524078369140625,1.0,0.0,156.6917602617289,156.86535514253072,-0.17359488080182928,154.5442234264595
127,calcification,test,True,ok,0.439178466796875,1.0,0.0,129.01084010840108,111.86183816727431,17.14900194112677,14.36352666761543
128,calcification,test,True,ok,0.384857177734375,1.0,0.0,144.94377924034572,136.96733144813217,7.976447792213548,13.48845190391495
129,calcification,test,True,ok,0.514129638671875,1.0,0.0,129.61420430937258,123.0776333144903,6.5365709948822825,40.38084047403096
130,calcification,test,True,ok,0.460784912109375,0.95574951171875,0.0,123.51218623749917,83.42401946912672,40.088166768372446,102.76217872515826
131,calcification,test,True,ok,0.4524993896484375,1.0,0.0,109.50328780981285,107.71929433404866,1.7839934757641913,130.8996130748808
132,calcification,test,True,ok,0.440765380859375,1.0,0.0,115.35425465623486,97.95495225102319,17.39930240521167,111.93342406397738
133,calcification,test,True,ok,0.433135986328125,0.998992919921875,0.0,134.807792573804,121.84123822341857,12.966554350385422,118.2918260135077
134,calcification,test,True,ok,0.4504852294921875,1.0,0.0,141.3621244453477,144.95573820564795,-3.593613760300258,108.31739862127056
135,calcification,test,True,ok,0.5443878173828125,0.8170318603515625,0.017406172043613534,142.88908820808925,97.86600355001842,45.02308465807083,49.70480354001602
136,calcification,test,True,ok,0.4148712158203125,0.999969482421875,0.0,156.4262753319357,131.24335671630115,25.18291861563455,73.406048813689
137,calcification,test,True,ok,0.4547576904296875,0.7859649658203125,0.007784451229741972,76.33416099050432,70.68855119917163,5.645609791332689,139.62016341834874
138,calcification,test,True,ok,0.4557952880859375,0.775360107421875,0.008302366844096281,56.573030698670955,60.94109070517314,-4.3680600065021835,157.8481302877057
139,calcification,test,True,ok,0.317230224609375,1.0,0.0,118.06267436267436,115.37536316095293,2.6873112017214282,46.045905157556085
140,calcification,test,True,ok,0.333343505859375,1.0,0.0,115.64208550764442,112.1353170061799,3.5067685014645207,105.89621067335891
141,calcification,test,True,ok,0.5316314697265625,1.0,0.0,75.10461812232714,78.3918227724385,-3.287204650111363,8.915593987794338
142,calcification,test,True,ok,0.513702392578125,1.0,0.0,130.60197231628348,128.8939127706307,1.7080595456527874,36.95347747213038
143,calcification,test,True,ok,0.448394775390625,1.0,0.0,184.9188048730688,180.23228215767634,4.686522715392471,83.20219926475102
144,calcification,test,True,ok,0.4472808837890625,1.0,0.0,164.171289189097,163.083372442923,1.0879167461739883,125.0759897896499
145,calcification,test,True,ok,0.493072509765625,1.0,0.0,215.02537599801943,211.97862861958941,3.0467473784300125,72.86224236676351
146,calcification,test,True,ok,0.3767547607421875,1.0,0.0,106.45008302620388,105.34244093524299,1.1076420909608942,67.1660490581734
147,calcification,test,True,ok,0.42254638671875,1.0,0.0,78.33294814386826,81.4299228411373,-3.096974697269033,110.13392849724525
148,calcification,test,True,ok,0.449493408203125,1.0,0.0,130.19186638604114,129.9355008592494,0.25636552679173974,47.21574228467595
149,calcification,test,True,ok,0.4223785400390625,1.0,0.0,138.31508977276832,136.89634130233787,1.4187484704304438,70.25090689546845
150,calcification,test,True,ok,0.383331298828125,1.0,0.0,130.42142345354668,123.20384025337754,7.217583200169145,44.1700783046343
151,calcification,test,True,ok,0.4666595458984375,1.0,0.0,131.13579439557924,124.39332818356078,6.742466212018456,20.342127582418826
152,calcification,test,True,ok,0.4209747314453125,1.0,0.0,130.4780890934793,119.178538487891,11.299550605588294,59.365335755189484
153,calcification,test,True,ok,0.4097442626953125,0.9873199462890625,0.0,120.54988269467098,93.03213297831088,27.5177497163601,30.83050679651608
154,calcification,test,True,ok,0.4151153564453125,0.9962921142578125,0.0,160.9538320161735,146.25154574626282,14.702286269910672,16.776396917582222
155,calcification,test,True,ok,0.41180419921875,0.9968719482421875,0.0,195.5797020898177,187.40629864065582,8.173403449161867,88.76750026968675
156,calcification,test,True,ok,0.43829345703125,0.9999847412109375,0.0,183.55357888873417,173.45031511463654,10.103263774097627,25.07025522305175
157,calcification,test,True,ok,0.37664794921875,1.0,0.0,122.91913790309512,107.82742582982473,15.091712073270386,104.06201891994094
158,calcification,test,True,ok,0.4596405029296875,0.999969482421875,0.0,190.8162201639943,168.6247988026996,22.191421361294715,5.8557049725070405
159,calcification,test,True,ok,0.44091796875,1.0,0.0,145.51754568106313,145.62150655021833,-0.10396086915520186,45.00543505371818
160,calcification,test,True,ok,0.4835662841796875,1.0,0.0,165.04973020731438,145.23152607475254,19.818204132561846,50.63751595816855
161,calcification,test,True,ok,0.5447235107421875,1.0,0.0,114.27163225860669,106.3148439856554,7.956788272951286,19.17657481143079
162,calcification,test,True,ok,0.4630279541015625,1.0,0.0,111.3919261822376,101.61549828081043,9.77642790142717,32.89096940363408
163,calcification,test,True,ok,0.4754180908203125,1.0,0.0,149.25393972462047,141.4559178568312,7.798021867789259,87.00166379899343
164,calcification,test,True,ok,0.338775634765625,1.0,0.0,178.71457526348976,162.42204735311765,16.292527910372115,44.48678773557411
165,calcification,test,True,ok,0.431304931640625,1.0,0.0,101.44141371258756,100.05688221089348,1.3845315016940845,125.89984111801142
166,calcification,test,True,ok,0.4609375,0.99176025390625,0.0,93.71673066737289,81.14070991847827,12.57602074889462,141.23781042731656
167,calcification,test,True,ok,0.4100494384765625,1.0,0.0,152.22889145238716,129.0091301761374,23.219761276249756,45.50936787925403
168,calcification,test,True,ok,0.46771240234375,1.0,0.0,140.98000130497195,111.28316706799679,29.696834236975164,36.17244622234633
169,calcification,test,True,ok,0.442352294921875,1.0,0.0,139.23721973094172,116.96150057461828,22.275719156323433,81.50594751496503
170,calcification,test,True,ok,0.4530029296875,0.9936676025390625,0.0,125.54328348154137,112.77524548091944,12.768038000621928,136.69844382282378
171,calcification,test,True,ok,0.3523101806640625,1.0,0.0,139.88860496340249,138.00548919829436,1.8831157651081298,25.295638835662338
172,calcification,test,True,ok,0.4362640380859375,1.0,0.0,170.4609492497639,157.67378535661118,12.787163893152723,98.54081345565244
173,calcification,test,True,ok,0.420806884765625,1.0,0.0,139.49336427587207,138.8203540755572,0.6730102003148772,77.33381132160257
174,calcification,test,True,ok,0.4855194091796875,1.0,0.0,182.83748703604763,176.99154729068422,5.84593974536341,68.40603158267592
175,calcification,test,True,ok,0.50860595703125,0.9091644287109375,0.0,170.80424216968677,100.94718047447522,69.85706169521156,57.334041327289675
176,calcification,test,True,ok,0.34429931640625,0.93743896484375,0.0,159.655646162028,126.0302987992181,33.625347362809904,94.64449463584846
177,calcification,test,True,ok,0.38128662109375,1.0,0.0,165.9123979510165,166.02037091841768,-0.10797296740119577,114.12920180146246
178,calcification,test,True,ok,0.432647705078125,1.0,0.0,172.1368413627707,171.07377225539238,1.0630691073783112,25.003730012387845
179,calcification,test,True,ok,0.41058349609375,1.0,0.0,169.77122045488332,131.45158952055505,38.31963093432827,70.70032411013104
180,calcification,test,True,ok,0.3136138916015625,1.0,0.0,181.56171848391963,163.38979169908632,18.171926784833317,38.81428626320855
181,calcification,test,True,ok,0.429840087890625,1.0,0.0,162.87373091941782,149.01509393566343,13.858636983754394,41.07730135804646
182,calcification,test,True,ok,0.38116455078125,1.0,0.0,178.69567654123298,157.84157707860734,20.85409946262564,1.4154555395788517
183,calcification,test,True,ok,0.4594879150390625,1.0,0.0,108.94105535815096,98.7356802077746,10.205375150376355,55.14695435219713
184,calcification,test,True,ok,0.4593353271484375,1.0,0.0,109.28933993289705,98.26255185843705,11.02678807446,31.071595565470105
185,calcification,test,True,ok,0.4783172607421875,0.99847412109375,0.0,45.3845663061856,41.63830471789172,3.7462615882938763,15.700483040369145
186,calcification,test,True,ok,0.43682861328125,0.9216156005859375,0.0,105.231661310605,110.17782052671508,-4.946159216110075,114.5254098884325
187,calcification,test,True,ok,0.4344329833984375,1.0,0.0,149.947841663447,147.45430999595305,2.4935316674939543,137.4691038864644
188,calcification,test,True,ok,0.4637451171875,1.0,0.0,130.59512371676757,129.3524926018666,1.2426311149009734,79.80905588580731
189,calcification,test,True,ok,0.4416351318359375,1.0,0.0,136.96468921673633,135.2946738447244,1.6700153720119317,56.46361980922778
190,calcification,test,True,ok,0.3645477294921875,1.0,0.0,138.89724163911097,133.8127026053548,5.084539033756187,44.548587302693065
191,calcification,test,True,ok,0.2775115966796875,1.0,0.0,139.82097102325838,139.1767091174048,0.6442619058535684,13.56113555952557
192,calcification,test,True,ok,0.473541259765625,1.0,0.0,163.18772958690468,151.79775085502288,11.389978731881797,34.39580605630513
193,calcification,test,True,ok,0.53118896484375,1.0,0.0,161.23422957600826,152.43441609165473,8.799813484353535,17.52716435962063
194,calcification,test,True,ok,0.376800537109375,1.0,0.0,119.22855754434275,113.13077224425837,6.097785300084382,62.70253223376834
195,calcification,test,True,ok,0.4631195068359375,1.0,0.0,154.81908339099206,149.93485860451898,4.884224786473084,41.002217303594314
196,calcification,test,True,ok,0.4255523681640625,1.0,0.0,151.60955932446484,145.83231067548542,5.777248648979423,121.73513113113975
197,calcification,test,True,ok,0.4005889892578125,1.0,0.0,158.00190454424256,140.49476872947585,17.507135814766713,33.752894206451565
198,calcification,test,True,ok,0.449737548828125,0.999969482421875,0.0,141.04777091674018,117.42518440463645,23.622586512103723,69.91345333958988
199,calcification,test,True,ok,0.374176025390625,1.0,0.0,160.98197536905636,153.6745257716877,7.307449597368645,79.14775935819242
200,calcification,test,True,ok,0.405853271484375,0.9126129150390625,0.0,141.65034965034965,113.68945503107504,27.96089461927461,118.48298618948095
201,calcification,test,True,ok,0.4216766357421875,1.0,0.0,170.52701284602858,149.27402970897865,21.252983137049938,30.718367650711603
202,calcification,test,True,ok,0.4621124267578125,0.9930419921875,0.0,154.97989103516593,136.58696207199796,18.392928963167975,107.32746927887763
203,calcification,test,True,ok,0.40423583984375,1.0,0.0,130.0064925260456,117.34248540108595,12.664007124959653,10.36926440966732
204,calcification,test,True,ok,0.4200897216796875,1.0,0.0,120.20515055755331,110.52935140113144,9.675799156421874,28.357538427520268
205,calcification,test,True,ok,0.458740234375,1.0,0.0,150.39239622139436,140.61597880018041,9.77641742121395,99.85826713410596
206,calcification,test,True,ok,0.4304351806640625,1.0,0.0,172.3844163210323,156.19101454711068,16.193401773921607,9.137372722105354
207,calcification,test,True,ok,0.479736328125,0.9999542236328125,0.0,191.01358142493638,186.42265954950727,4.590921875429103,55.10819175818661
208,calcification,test,True,ok,0.56939697265625,0.9776153564453125,0.0,200.70138814449567,193.20921332388377,7.492174820611893,104.54887313615207
209,calcification,test,True,ok,0.5618896484375,0.9889984130859375,0.0,190.64292309363458,188.60716773474505,2.0357553588895314,93.01475003352573
210,calcification,test,True,ok,0.4812164306640625,1.0,0.0,185.03465770364969,188.8346421953587,-3.7999844917090115,104.15472833888198
211,calcification,test,True,ok,0.488922119140625,1.0,0.0,130.30381998626802,124.0760136143787,6.227806371889329,134.99199139533442
212,calcification,test,True,ok,0.43121337890625,1.0,0.0,157.62523000707714,150.58643631290911,7.038793694168021,110.55466784152183
213,calcification,test,True,ok,0.451995849609375,0.914947509765625,3.3758692863412326e-05,42.56387144689758,46.08300384251267,-3.519132395615088,44.146483586627674
214,calcification,test,True,ok,0.4287261962890625,1.0,0.0,112.80271915151084,99.71070274312882,13.092016408382023,43.919789595088815
215,calcification,test,True,ok,0.442718505859375,1.0,0.0,111.67415730337079,130.7028366464049,-19.028679343034113,114.27947349810331
216,calcification,test,True,ok,0.4644927978515625,1.0,0.0,104.08360434939719,104.19834734292634,-0.11474299352914841,119.52640365850377
217,calcification,test,True,ok,0.4611968994140625,0.652313232421875,0.169727047146402,59.61644334160463,63.38718812834527,-3.770744786740643,129.371604711534
