Dueling (yours),Plain head
0.9217839396357651,0.9379370629371921
0.8215282115348292,0.8539350385534306
0.9065571310677722,0.9161598362986867
0.871181522293496,0.9077170816303156
0.951925316705277,0.9528560109487271
0.9053158705702902,0.9348094953123184
0.9169535826950573,0.9355327953265761
0.8550756325908783,0.8535176796413544
0.866389328333692,0.909173385018435
0.9219958833133615,0.941675310731485
0.7712376710153582,0.7824473070071437
0.9208145939664784,0.909380614977948
0.8118892342703076,0.7958203454296383
0.7979835625040741,0.7770601911655166
0.8794197313169129,0.889043249369559
0.8223658720613749,0.8510019596690668
0.9442121478874262,0.9687730235194696
0.932005792903816,0.9510831327532844
0.9293533845980353,0.9226129509504142
0.8932597019443731,0.9034458699951482
0.8371498122708315,0.8659497284653102
0.9481622144723133,0.9451840394779039
0.9171949520128806,0.9135758012245158
0.8972925697773646,0.9178093112246536
0.9445728329849518,0.9571268237935706
0.9259936803593585,0.9388497385770651
0.8563588917033994,0.8603952317461833
0.8352006777510639,0.8466564527761206
0.8532073195257326,0.8507328119433654
0.8803945272774923,0.8972767320786998
0.9429879624844122,0.9565002283453408
0.8908665480073378,0.9078836468292572
0.9308642864864163,0.9414616993319981
0.8537411596904579,0.8594491542614298
0.8864884364105045,0.8992672484770722
0.9162954013442643,0.9274124025365861
0.8824514018338295,0.897133813961868
0.926539087491018,0.9429876110287991
0.9081718983883806,0.9161390303300506
0.8962814110346068,0.9159190744294254
0.8346426271735681,0.8467582634655046
0.9503968601616344,0.9520674457307802
0.8641120228866519,0.8677079521601839
0.9262535718481109,0.9417516580841531
0.9030998485937065,0.9302526541026865
0.8954698124029339,0.9053113899575314
0.8792155860283032,0.9056026277483006
0.944234504679597,0.9495778397798027
0.913324121221463,0.9295824837172023
0.9368649683405668,0.9454695314988939
0.9030301888926288,0.9091298840496753
0.9391083984724647,0.9483272786423967
0.8038892020295436,0.8026418026422062
0.8213219964848519,0.8223722597319697
0.8658234076142073,0.9004145830664179
0.9251545060420161,0.947386350732527
0.8909688562038907,0.90047610852999
0.9453542185832229,0.946644155184092
0.9673933747771088,0.950749086802395
0.933789785344312,0.9423109520671583
0.9374139305647289,0.9389301797679879
0.9127047420405441,0.9103951417335893
0.9129800488922147,0.9485350371152564
0.9031175231226956,0.9391243094947928
0.9025913010797382,0.9112947426115956
0.9493775023310309,0.9518083399421777
0.9484364352238426,0.9558375135242336
0.9388485228489307,0.9572336773001618
0.9115227393231883,0.9050717470895059
0.9654058797718905,0.9662856524718453
0.9021350594147384,0.9120991108004554
0.8922539785646877,0.9007941406412773
0.8313681086993765,0.8413392747642342
0.940015504200926,0.9429009062674065
0.9448664364892879,0.9586646922247963
0.9336054884618821,0.9464073044860084
0.9058649974085845,0.9203754416039459
0.935960241391665,0.9265384687261936
0.9001498688649304,0.9205752125701959
0.9397834667053993,0.9412215551379748
0.9288875774566002,0.939426756190998
0.954463762084121,0.9596979780879217
0.911375661375839,0.9173792704591288
0.7853035040260083,0.801207203641729
0.8962059472371489,0.8920981824174179
0.947189451769696,0.9618867724681591
0.9148600294676299,0.9221412057621872
0.921400693842293,0.9512162951518698
0.8630098558099474,0.8652886405961541
0.9536539706423471,0.9544187044187858
0.7987519500783444,0.8075949780414889
0.8743784403202963,0.8632652649830401
0.8913229641728411,0.9172345408132719
0.9165185850112362,0.9269699650041784
0.9122794510783955,0.9419690476637125
0.8752658517777006,0.8959444136169848
0.9242309767945238,0.9460859085175111
0.9361363677447332,0.9501958382061774
0.9091873059154942,0.9284527091767301
0.94270092946976,0.9371899004007181
0.9042938838811587,0.9119920516643577
0.8811833265573151,0.9390298905245418
0.7698598377073035,0.7741880085014401
0.9350688971374467,0.9171520472921548
0.9504414537174501,0.9515939501915174
0.9481164841037526,0.9528769118718994
0.9104848050302236,0.9350105619732144
0.8953220211870342,0.8969307420227876
0.9673131512298494,0.9710215427380628
0.8918011826755607,0.9145401661220508
0.9455712317539883,0.9501125809176222
0.9146580052046372,0.8956639566397627
0.9377485928706609,0.925636007827926
0.8653812949642871,0.8742479061309408
0.8167758175655081,0.8371070857755347
0.8583062827730666,0.8668010296732049
0.8978570190810061,0.8661125156880516
0.8844176876498303,0.9065944192563187
0.9011059593346157,0.9245541277657877
0.8545992255863676,0.8611385527292833
0.8791461475082316,0.8989511488391239
0.9327902240327025,0.9318253330071464
0.9224743571731023,0.9457836821840804
0.8998607322053916,0.9088323528267642
0.9266863231012668,0.9421887804515716
0.9248044316354291,0.9157384803175241
0.8732764015911144,0.8839184946547844
0.9410553789035583,0.9555073456650005
0.899562334466819,0.9267582352711111
0.8259775897556785,0.8100848961790089
0.82936683533134,0.8308132012439781
0.8671033640504291,0.8564135045395359
0.8682420074623816,0.8659901507240225
0.9164513960155766,0.9440691309204444
0.9211219703624892,0.9323121667475864
0.9030768364341304,0.9185394330193473
0.8779563597660927,0.8889083236769161
0.9233291772704515,0.9343875466649039
0.8960730318007166,0.9224144680186284
0.9432672363727814,0.9355693148652243
0.9514466904479597,0.9598866584733717
0.912142988760066,0.9180780422295044
0.8946166663240396,0.9192873013161867
0.9101684565929561,0.9306101458326955
0.8787878787881012,0.8705722570938028
0.8459677895112462,0.8497487146903707
0.939314669486764,0.9442180481056422
0.9051942414817601,0.9345310653940428
0.9243192419020219,0.9351295336788787
0.9226255958930645,0.9457759646439916
0.9224021713732454,0.9212573918457713
0.8995278226049459,0.9040603224555979
0.8708819156431041,0.8776053659027379
0.9228420155071033,0.9354602126880669
0.9282569070392851,0.9372642983645437
0.9172435943188972,0.9248388623867942
0.9504375218761806,0.9512332628612558
0.8908484984649688,0.9037766705969198
0.8956939501781216,0.9118120432894056
0.815311301383489,0.8273084321901505
0.8934228084088004,0.8994645117322569
0.954551667577989,0.9564193983870047
0.9170469798659309,0.9318524612643595
0.9356177924218877,0.9503617849524943
0.8201591690837321,0.8175174879800429
0.8944533354153276,0.8819644167644208
0.9401203397373805,0.948785794084889
0.8722382707443526,0.8800078747910621
0.9520808808255106,0.9641807332829384
0.9329398392790824,0.9461150845254671
0.8811902480989243,0.9027356884887237
0.7331366082282015,0.74632624303874
0.9391334250344926,0.9489269788183722
0.9122146561111808,0.9409486931269272
0.9282843313323271,0.9426181676717607
0.8722493204753468,0.8825943852858033
0.9394016411300207,0.9422636293057202
0.9259413149721495,0.906139894876863
0.9366048502141006,0.9414158476659601
0.9414954714068927,0.9526441162459216
0.9085131593122177,0.9337623725115093
0.9240859096315323,0.9040658948910745
0.9033326107094789,0.9143054315175889
0.8762447886292177,0.8927899408941341
0.9412183080914961,0.9470735410475225
0.9031608766961697,0.9196437086346876
0.8401257614465708,0.8477610750032941
0.8746226451146879,0.891084804047726
0.8847646364098668,0.9100712346020897
0.9095925544525432,0.9315409916445044
0.937718577407576,0.956226444723704
0.8304039598980024,0.8782746110532657
0.9229311179224009,0.9050661529087521
0.8698063184313821,0.8897810521089984
0.9470386282198994,0.9595344535225074
0.9150081271448167,0.9320643502094347
0.9377649358964345,0.9374791274850377
0.8669933895603165,0.8785736850420973
0.8845676626733833,0.8970754232942082
0.9088364023502448,0.9165364426815793
0.864552615633479,0.8693187695238435
0.8767744349321549,0.8790795158050407
0.8055183150979425,0.8273465703975015
0.9567146468555664,0.9521787944706473
0.9456595846616933,0.9585747773090322
0.9259423958405864,0.9327430124364546
0.8871523484513129,0.9275814816743377
0.9205025337839237,0.9312295111496609
0.9207569798410541,0.9382680247943991
0.8631026329502202,0.8994473280519901
0.8611172541911161,0.8714011516317552
0.9189050199772164,0.9255308543516588
0.9108162233994445,0.9212639362256729
0.9103185853914976,0.9239161423984112
0.9477069301271189,0.9580180928478034
0.8661114913684195,0.8811587367099402
0.8722153689865173,0.8934015927192009
0.9129249227414956,0.928199489658469
0.9235245676641531,0.9416405931166962
0.8651337741918641,0.8696885000205175
0.9064916346923505,0.9052689266423212
0.9074209856058592,0.9191633246836535
0.9122939807370101,0.9314672372912084
0.9146723597673726,0.9139563463903312
0.9191397248796886,0.9233119140420603
0.8691873791635224,0.8777997708097139
0.9027355623102129,0.9012090144116429
0.9192702187529831,0.9193152214366965
0.7718929440393735,0.7822080159410071
0.9070653100666798,0.9233239977282687
0.877182516008676,0.9051460467963275
0.8470474929274558,0.848882395001323
0.9401969017457784,0.9518074494372621
0.9431800039028168,0.9419943515099899
0.954894942665946,0.9603028374259484
0.88370913450481,0.9137474663171248
0.9115128820238497,0.9127477538930975
0.9602641836293484,0.9557251908397761
0.8738153840193147,0.8816020518893527
0.9146503589472507,0.9172955730181334
0.8763248273572208,0.8948143614072671
0.8468213844993296,0.8657141115020717
0.8375883291546281,0.8490409318320828
0.8540177034174198,0.8759262043343659
0.9323328926358883,0.9414359651256705
0.9391325226817722,0.952489241857131
0.9228328857005195,0.9170982552802257
0.9022925459719572,0.9232693437436311
0.9172742018860318,0.929447126332217
0.8490487932185363,0.8626831588965506
0.9256520593660742,0.9272991966068274
0.8951162404824854,0.906212349397767
0.9476102129164279,0.9595875542692482
0.927824398239835,0.9471960406129277
0.923974082073571,0.9323416241693534
0.9323563149515788,0.9352270510843924
0.9153099561679804,0.9210296772624682
0.8746172568111121,0.8937626826820797
0.9336638679792746,0.944093250995827
0.9161523408100153,0.9340894683640857
0.871534143529699,0.8890541855011557
0.8911753066879987,0.8703294922945578
0.8522415808946155,0.8512624655211866
0.9136657033590363,0.8949109369750501
0.8948370115410107,0.8712726713805117
0.8625938622268556,0.8578422592396405
0.7882429985750833,0.8074723598936383
0.8571255502163366,0.8391896666800691
0.9422119487909989,0.9528910663035796
0.8645792362811625,0.9270515586639256
0.9013698630138812,0.9039479264629013
0.9195811723262167,0.9197465681099775
0.9085278704146507,0.9150634388767083
0.9487152632314818,0.948100550769757
0.943290637654559,0.9576809140923302
0.935421871997049,0.9489793928997154
0.8447388342167965,0.8661918235928068
0.8613737327716494,0.8745035271802823
0.9282268151767462,0.9327696769188155
0.9254370044895874,0.9263970054621168
0.903269867549869,0.9023222906610989
0.9317659987834218,0.9340663734507516
0.9245873341246367,0.9251829377120736
0.8874026250171314,0.9059066071537681
0.934506428002703,0.9405478627334051
0.9325262397957599,0.9358335774979278
0.9036729291519842,0.8816530995619027
0.9347807534095708,0.9455719396214195
0.9295933597875249,0.9542495990945113
0.918919953307846,0.9298266030491295
0.8831446540882953,0.8758506224068966
0.7771538766948799,0.8976711117278553
0.9350672613611065,0.9406474165241586
0.9517345116105073,0.9590266935761033
0.9480482712249212,0.9617553722006315
0.9251950609803704,0.9451960918686092
0.9493585868763024,0.9461721674039705
0.9215774891436176,0.9196134951891527
0.9208365499334675,0.9382900986482676
0.9076853115054045,0.9239901265526702
0.8968299010866368,0.9391459984659952
0.9002965084617861,0.913889606475687
0.9150095797914488,0.9216793518292665
0.8738880383965537,0.8822237854663464
0.938231341277774,0.9447837057082225
0.8631611918095158,0.875386159265116
0.8979969059532317,0.9081304641593986
0.8956958970235405,0.8951254951137614
0.7498017583179628,0.749761327752534
0.908944370157513,0.936644030502036
0.8975320042734577,0.9112592731713565
0.9103898295552111,0.9158640390667339
0.9339673425445291,0.928382058542521
0.9011891062525869,0.920984740915703
0.9049191336954038,0.9273301431700267
0.8624106108428301,0.9093412898785458
0.9405927041271293,0.9421685474359767
0.8603960396042484,0.8660053730112296
0.9327975247152426,0.9400110724455473
0.9192391407212658,0.9282780410743913
0.9369225920951105,0.9374060764457083
