kind,label,n_spots_outside,frac_outside,n_blobs_in_mask
calcification,1,50,1.028466796875,1
calcification,0,57,1.337255859375,1
calcification,0,131,3.075439453125,1
calcification,0,132,4.738916015625,1
calcification,0,131,4.141259765625,1
calcification,0,205,5.610498046875,1
calcification,0,22,0.356103515625,1
calcification,1,174,4.679150390625,1
calcification,1,226,6.377490234375,1
calcification,1,268,9.36328125,1
calcification,1,226,9.28857421875,1
calcification,0,41,1.541455078125,1
calcification,0,53,2.55498046875,1
calcification,0,154,3.996826171875,1
calcification,0,160,4.482421875,1
calcification,1,101,4.19853515625,1
calcification,0,37,0.699755859375,1
calcification,0,48,1.143017578125,1
calcification,1,147,5.291748046875,1
calcification,1,127,3.69052734375,1
calcification,1,69,1.76806640625,1
calcification,0,28,0.415869140625,1
calcification,0,53,0.6873046875,1
calcification,0,9,0.25400390625,1
calcification,0,189,4.644287109375,1
calcification,0,193,7.473193359375,1
calcification,0,60,1.446826171875,1
calcification,0,79,1.8228515625,1
calcification,0,149,3.5859375,1
calcification,0,27,0.410888671875,1
calcification,0,37,0.49306640625,1
calcification,0,16,0.410888671875,1
calcification,0,15,0.27392578125,1
calcification,0,191,12.56572265625,1
calcification,1,14,0.301318359375,1
calcification,1,22,0.530419921875,1
calcification,0,38,1.2849609375,1
calcification,0,65,1.25009765625,1
calcification,1,74,3.932080078125,1
calcification,1,268,10.097900390625,1
calcification,1,24,0.37353515625,1
calcification,1,33,0.545361328125,1
calcification,1,54,0.9263671875,1
calcification,1,32,0.450732421875,1
calcification,0,21,0.321240234375,1
calcification,0,17,0.336181640625,1
calcification,1,5,0.059765625,1
calcification,1,59,1.20029296875,1
calcification,1,0,0.0,1
calcification,1,32,0.530419921875,1
calcification,1,39,0.75205078125,1
calcification,1,12,0.346142578125,1
calcification,1,5,0.0796875,1
calcification,0,183,7.254052734375,1
calcification,0,85,2.159033203125,1
calcification,0,214,7.702294921875,1
calcification,0,134,6.16083984375,1
calcification,0,106,3.5162109375,1
calcification,0,66,2.1216796875,1
calcification,0,20,0.36357421875,1
calcification,0,39,0.95126953125,1
calcification,0,1,0.0099609375,1
calcification,0,16,0.2390625,1
calcification,0,1,0.027392578125,1
calcification,0,0,0.0,1
calcification,0,105,3.45146484375,1
calcification,0,64,1.3845703125,1
calcification,1,87,2.248681640625,1
calcification,1,124,2.487744140625,1
calcification,1,130,2.816455078125,1
calcification,1,116,3.175048828125,1
calcification,1,80,2.012109375,1
calcification,1,18,0.31875,1
calcification,1,50,1.013525390625,1
calcification,0,7,0.166845703125,1
calcification,1,9,0.127001953125,1
calcification,0,38,0.585205078125,1
calcification,0,6,0.0896484375,1
calcification,1,59,2.278564453125,1
calcification,1,110,2.990771484375,2
calcification,1,77,1.576318359375,1
calcification,1,78,2.059423828125,1
calcification,1,82,1.411962890625,1
calcification,0,1,0.01494140625,1
calcification,0,11,0.216650390625,1
calcification,0,2,0.03984375,1
calcification,0,1,0.02490234375,1
calcification,0,17,0.338671875,1
calcification,0,2,0.047314453125,1
calcification,1,85,6.765966796875,1
calcification,1,56,1.113134765625,1
calcification,0,52,1.0259765625,1
calcification,0,47,0.87158203125,1
calcification,0,84,1.31982421875,1
calcification,0,108,2.104248046875,1
calcification,1,100,2.477783203125,1
calcification,1,73,3.035595703125,1
calcification,0,36,0.67734375,1
calcification,0,57,1.0359375,1
calcification,0,79,1.653515625,1
calcification,0,72,1.332275390625,1
calcification,1,17,0.385986328125,1
calcification,1,26,0.55283203125,1
calcification,0,115,3.62578125,1
calcification,0,31,0.644970703125,1
calcification,0,103,3.30703125,1
calcification,0,69,2.330859375,1
calcification,0,61,1.885107421875,1
calcification,0,107,2.139111328125,1
calcification,0,99,2.25615234375,1
calcification,1,54,1.865185546875,1
calcification,1,19,0.874072265625,1
calcification,1,24,1.972265625,1
calcification,1,8,0.097119140625,1
calcification,0,41,0.694775390625,1
calcification,0,43,0.879052734375,1
calcification,0,67,1.4044921875,1
calcification,0,181,4.156201171875,1
calcification,0,170,4.1337890625,1
calcification,0,205,5.690185546875,1
calcification,0,28,0.4482421875,1
calcification,0,34,0.7470703125,1
calcification,0,34,0.63251953125,1
calcification,1,36,0.674853515625,1
calcification,1,61,2.034521484375,1
calcification,1,144,4.3828125,1
calcification,1,131,4.340478515625,1
calcification,0,273,10.605908203125,1
calcification,0,60,1.454296875,1
calcification,0,219,8.25263671875,1
calcification,0,205,10.003271484375,1
calcification,0,167,6.38994140625,1
calcification,0,44,0.7072265625,1
calcification,0,29,0.577734375,1
calcification,1,20,0.470654296875,1
calcification,1,35,1.372119140625,1
calcification,0,90,2.358251953125,1
calcification,0,133,5.510888671875,1
calcification,1,112,4.514794921875,1
calcification,1,225,9.699462890625,1
calcification,0,21,0.540380859375,1
calcification,0,57,1.531494140625,1
calcification,1,129,3.947021484375,1
calcification,1,126,4.85595703125,1
calcification,0,221,7.3810546875,1
calcification,1,42,0.81181640625,1
calcification,1,20,0.3087890625,1
calcification,0,0,0.0,1
calcification,0,4,0.04482421875,1
calcification,1,11,6.37998046875,1
calcification,1,92,8.1779296875,1
calcification,1,71,1.924951171875,1
calcification,1,79,1.71328125,1
calcification,0,34,0.57275390625,1
calcification,0,51,0.7669921875,1
calcification,0,27,0.3685546875,1
calcification,0,36,0.72216796875,1
calcification,1,99,1.785498046875,1
calcification,0,58,3.578466796875,1
calcification,0,46,4.709033203125,1
calcification,1,19,0.271435546875,1
calcification,1,26,0.31376953125,1
calcification,0,78,1.77802734375,1
calcification,0,82,2.091796875,1
calcification,0,54,1.6833984375,1
calcification,0,32,0.520458984375,1
calcification,1,235,6.427294921875,1
calcification,1,80,1.546435546875,1
calcification,1,163,3.040576171875,1
calcification,1,122,2.15654296875,1
calcification,0,166,7.9388671875,1
calcification,0,148,5.326611328125,1
calcification,0,59,4.61689453125,1
calcification,0,189,7.448291015625,1
calcification,1,32,1.337255859375,1
calcification,1,83,4.305615234375,1
calcification,0,14,0.19423828125,1
calcification,0,42,0.923876953125,1
calcification,0,78,2.071875,1
calcification,0,66,2.18642578125,1
calcification,1,91,3.160107421875,1
calcification,1,137,4.64677734375,1
calcification,0,165,5.797265625,1
calcification,1,7,0.296337890625,1
calcification,1,47,2.203857421875,1
calcification,0,7,0.11953125,1
calcification,0,1,0.01494140625,1
calcification,0,19,0.2689453125,1
calcification,0,1,0.019921875,1
calcification,1,1,0.019921875,1
calcification,1,2,0.037353515625,1
calcification,0,2,0.052294921875,1
calcification,0,5,0.159375,1
calcification,0,4,0.06474609375,1
calcification,0,42,1.093212890625,1
calcification,0,113,3.653173828125,1
calcification,0,102,3.7951171875,1
calcification,0,10,0.156884765625,1
calcification,0,29,0.699755859375,1
calcification,0,70,1.611181640625,1
calcification,0,80,1.456787109375,1
calcification,1,90,1.99716796875,1
calcification,1,178,5.466064453125,1
calcification,1,135,13.27294921875,1
calcification,1,160,16.1765625,1
calcification,1,28,5.680224609375,1
calcification,1,98,7.28642578125,1
calcification,0,135,5.311669921875,1
calcification,0,177,6.247998046875,1
calcification,0,28,0.390966796875,1
calcification,0,49,1.01103515625,1
calcification,1,113,7.3013671875,1
calcification,1,95,7.36611328125,1
calcification,1,79,4.8708984375,1
calcification,1,178,8.180419921875,1
calcification,1,22,3.54609375,1
calcification,1,33,1.865185546875,1
calcification,1,89,3.364306640625,1
calcification,1,196,10.05556640625,1
calcification,1,81,2.283544921875,1
calcification,1,118,5.037744140625,1
calcification,1,84,3.57099609375,1
calcification,1,169,4.13876953125,1
calcification,1,138,8.1580078125,1
calcification,1,151,7.114599609375,1
calcification,0,20,0.615087890625,1
calcification,0,38,0.769482421875,1
calcification,1,99,3.324462890625,1
calcification,1,126,4.40771484375,1
mass,1,96,2.74921875,1
mass,1,48,1.15048828125,4
mass,1,39,0.744580078125,3
mass,1,44,0.903955078125,2
mass,0,73,1.494140625,2
mass,0,45,0.784423828125,6
mass,1,74,1.377099609375,3
mass,1,91,3.2373046875,2
mass,0,134,2.647119140625,2
mass,1,53,0.978662109375,1
mass,1,43,1.785498046875,2
mass,0,48,1.197802734375,2
mass,0,26,0.378515625,2
mass,1,61,1.446826171875,1
mass,1,21,0.610107421875,4
mass,1,107,4.1138671875,3
mass,1,123,3.668115234375,2
mass,1,61,0.9861328125,4
mass,1,56,1.207763671875,1
mass,0,32,0.5677734375,1
mass,0,11,0.186767578125,1
mass,0,46,0.83671875,1
mass,0,10,0.117041015625,3
mass,0,17,0.236572265625,2
mass,0,110,2.56494140625,3
mass,0,85,3.38671875,2
mass,1,60,1.0259765625,3
mass,1,59,1.033447265625,1
mass,0,202,5.3888671875,3
mass,0,27,0.42333984375,1
mass,0,27,0.455712890625,4
mass,0,50,0.814306640625,4
mass,0,75,1.37958984375,1
mass,0,78,2.034521484375,2
mass,0,81,4.161181640625,1
mass,0,136,4.14375,2
mass,0,112,3.314501953125,5
mass,0,117,2.5599609375,2
mass,0,86,3.105322265625,5
mass,0,58,0.948779296875,1
mass,0,65,1.04091796875,10
mass,0,102,3.030615234375,3
mass,1,104,6.73857421875,1
mass,1,76,2.330859375,1
mass,1,31,0.410888671875,3
mass,1,34,0.490576171875,2
mass,0,72,2.413037109375,1
mass,0,56,1.207763671875,2
mass,0,75,2.4005859375,1
mass,0,56,0.856640625,1
mass,1,65,2.198876953125,2
mass,1,44,1.690869140625,1
mass,0,17,0.246533203125,2
mass,0,2,0.019921875,2
mass,1,25,0.430810546875,2
mass,1,163,4.923193359375,1
mass,1,75,1.4841796875,2
mass,0,25,0.36357421875,1
mass,0,27,0.50302734375,2
mass,0,23,0.361083984375,4
mass,0,83,1.57880859375,1
mass,0,23,0.630029296875,1
mass,0,59,1.12060546875,2
mass,1,115,4.733935546875,2
mass,1,70,2.452880859375,1
mass,1,141,3.85986328125,2
mass,1,129,2.709375,3
mass,0,85,1.6435546875,4
mass,0,14,0.475634765625,2
mass,0,59,2.19140625,1
mass,0,60,1.232666015625,3
mass,0,46,1.426904296875,2
mass,0,49,1.182861328125,2
mass,0,71,2.079345703125,1
mass,1,65,1.095703125,3
mass,1,118,2.60478515625,4
mass,0,85,2.457861328125,2
mass,0,46,0.958740234375,3
mass,0,107,2.84384765625,2
mass,0,71,1.272509765625,2
mass,0,140,3.96943359375,4
mass,1,87,2.51015625,2
mass,1,78,1.53896484375,1
mass,0,81,1.651025390625,1
mass,0,104,2.482763671875,5
mass,0,23,0.3486328125,2
mass,0,38,0.869091796875,1
mass,0,43,0.764501953125,1
mass,0,87,1.860205078125,4
mass,0,88,2.139111328125,1
mass,0,90,1.80791015625,4
mass,0,169,5.545751953125,4
mass,0,78,2.094287109375,1
mass,0,116,4.00927734375,6
mass,0,27,0.988623046875,2
mass,0,39,0.7470703125,1
mass,0,74,2.9484375,1
mass,0,68,2.418017578125,2
mass,0,105,2.014599609375,3
mass,0,58,1.063330078125,1
mass,0,51,0.976171875,5
mass,0,65,0.93134765625,3
mass,0,81,2.19140625,4
mass,0,125,3.598388671875,2
mass,0,94,2.9583984375,3
mass,0,40,0.610107421875,2
mass,0,48,0.8865234375,5
mass,0,47,0.869091796875,3
mass,1,108,2.980810546875,5
mass,1,113,3.02314453125,3
mass,0,147,7.264013671875,1
mass,0,124,4.49736328125,1
mass,0,45,0.644970703125,5
mass,0,92,1.397021484375,3
mass,0,57,0.953759765625,5
mass,0,68,1.494140625,1
mass,0,59,1.40947265625,1
mass,1,22,0.5578125,3
mass,1,97,2.547509765625,3
mass,1,36,0.639990234375,2
mass,0,64,1.157958984375,2
mass,0,24,0.35361328125,3
mass,1,45,0.75703125,4
mass,1,197,6.511962890625,2
mass,1,193,5.814697265625,1
mass,1,23,0.326220703125,6
mass,1,13,0.1892578125,2
mass,0,40,0.814306640625,2
mass,0,49,1.018505859375,4
mass,1,171,3.5162109375,5
mass,1,149,4.918212890625,4
mass,1,21,0.75205078125,2
mass,1,24,0.460693359375,4
mass,0,61,1.4044921875,2
mass,0,39,0.644970703125,4
mass,1,9,0.166845703125,2
mass,1,217,7.488134765625,1
mass,1,204,7.298876953125,1
mass,0,7,0.117041015625,3
mass,0,42,0.879052734375,1
mass,0,52,0.903955078125,6
mass,0,85,6.810791015625,4
mass,0,79,1.95234375,1
mass,0,94,2.58486328125,1
mass,0,134,4.126318359375,2
mass,0,162,4.873388671875,2
mass,0,136,5.799755859375,3
mass,1,20,0.3486328125,1
mass,1,55,1.113134765625,7
mass,0,229,8.89013671875,2
mass,1,20,0.286376953125,4
mass,1,91,2.149072265625,4
mass,0,121,3.498779296875,1
mass,1,36,0.67236328125,4
mass,0,91,2.05693359375,2
mass,0,179,4.801171875,2
mass,0,52,0.8068359375,1
mass,0,34,0.5279296875,4
mass,1,63,1.571337890625,1
mass,1,31,0.435791015625,5
mass,0,109,2.672021484375,4
mass,0,23,0.378515625,1
mass,0,34,0.52294921875,1
mass,0,29,0.41337890625,2
mass,0,36,0.694775390625,4
mass,0,57,0.9462890625,2
mass,0,34,0.41337890625,1
mass,1,131,3.802587890625,4
mass,1,83,1.852734375,1
mass,1,133,3.1775390625,2
mass,1,115,3.2173828125,3
mass,0,76,1.566357421875,4
mass,0,44,0.7072265625,3
mass,1,60,1.307373046875,1
mass,1,84,1.740673828125,2
mass,0,99,3.44150390625,4
mass,1,13,0.2091796875,1
mass,1,35,1.262548828125,2
mass,1,50,1.255078125,2
mass,0,24,0.356103515625,1
mass,0,33,0.458203125,3
mass,0,46,1.138037109375,3
mass,0,31,0.46318359375,3
mass,1,7,0.0796875,1
mass,1,19,0.33369140625,2
mass,0,129,4.0541015625,2
mass,0,159,5.974072265625,6
mass,0,34,1.138037109375,5
mass,0,123,3.79013671875,3
mass,0,168,9.435498046875,1
mass,0,228,9.63720703125,1
mass,0,54,1.063330078125,1
mass,0,134,5.256884765625,1
mass,0,76,1.43935546875,2
mass,0,114,3.364306640625,1
mass,1,58,1.135546875,5
mass,1,134,4.4326171875,1
mass,1,54,1.113134765625,1
mass,1,85,2.612255859375,2
mass,0,128,3.643212890625,2
mass,1,86,1.496630859375,2
mass,1,102,2.398095703125,5
mass,1,207,6.43974609375,6
mass,1,179,4.006787109375,5
mass,0,68,1.402001953125,2
mass,0,58,1.496630859375,2
mass,1,62,1.23515625,2
mass,0,78,1.3646484375,2
mass,1,44,1.387060546875,2
mass,0,44,0.9662109375,5
mass,0,49,1.02099609375,4
mass,0,6,0.107080078125,5
mass,0,13,0.2091796875,1
mass,1,74,1.606201171875,3
mass,1,90,2.55498046875,1
mass,1,67,2.677001953125,1
mass,1,150,5.717578125,2
mass,1,127,8.73076171875,1
mass,1,97,2.051953125,2
mass,1,69,1.7630859375,7
mass,1,169,4.7513671875,5
mass,1,82,1.406982421875,3
mass,0,69,1.058349609375,3
mass,0,79,1.113134765625,4
mass,0,124,1.91748046875,6
mass,0,57,0.889013671875,3
mass,0,11,0.11953125,1
mass,0,30,0.35859375,4
mass,0,20,0.27890625,5
mass,0,31,0.495556640625,1
mass,0,41,0.72216796875,1
mass,0,9,0.09462890625,6
mass,0,34,1.252587890625,2
mass,0,64,2.03203125,5
mass,1,63,1.59375,4
mass,1,92,1.845263671875,4
mass,1,55,1.31982421875,2
mass,1,69,1.28994140625,1
mass,1,159,2.866259765625,3
mass,1,108,1.85771484375,8
mass,0,89,1.93740234375,3
mass,1,30,0.41337890625,3
mass,0,70,1.3048828125,4
mass,0,33,0.515478515625,6
mass,0,43,0.85166015625,3
mass,0,127,3.9046875,2
mass,0,101,2.771630859375,2
mass,1,106,2.9185546875,1
mass,1,129,5.187158203125,1
mass,1,32,0.58271484375,3
mass,1,19,0.261474609375,4
mass,1,20,0.271435546875,3
mass,1,16,0.29384765625,2
mass,0,76,2.10673828125,2
mass,0,65,1.39951171875,1
mass,0,45,1.08076171875,8
mass,0,52,1.50908203125,1
mass,0,4,0.052294921875,6
mass,0,68,1.337255859375,4
mass,1,76,1.3048828125,4
mass,1,121,2.58486328125,6
mass,1,58,1.28994140625,1
mass,1,205,7.9787109375,5
mass,1,43,0.968701171875,1
mass,1,52,1.242626953125,1
mass,0,88,2.19140625,2
mass,0,108,3.17255859375,1
mass,0,91,1.6634765625,4
mass,0,78,1.40947265625,2
mass,0,45,1.36962890625,2
mass,0,26,0.737109375,2
mass,1,76,1.416943359375,4
mass,1,53,1.65849609375,3
mass,0,21,0.37353515625,4
mass,0,41,0.8068359375,1
mass,1,120,3.366796875,1
mass,1,33,0.537890625,4
mass,1,118,2.8189453125,1
mass,1,71,1.56884765625,1
mass,1,89,1.880126953125,10
mass,1,72,1.710791015625,5
mass,0,161,7.737158203125,1
mass,0,23,0.5279296875,2
mass,0,80,1.984716796875,1
mass,0,79,3.5958984375,2
mass,0,21,0.68232421875,1
mass,0,73,2.93349609375,5
mass,0,49,1.055859375,7
mass,0,52,0.8865234375,4
mass,0,15,2.78408203125,3
mass,0,39,0.854150390625,3
mass,1,78,2.7890625,2
mass,0,108,2.039501953125,1
mass,1,5,0.0697265625,2
mass,0,34,0.4083984375,6
mass,0,38,0.585205078125,12
mass,0,83,1.820361328125,2
mass,0,50,1.175390625,1
mass,0,74,1.770556640625,2
mass,0,115,3.040576171875,5
mass,0,46,1.008544921875,4
mass,0,22,0.405908203125,5
mass,1,29,0.525439453125,1
mass,1,27,0.42333984375,1
mass,0,44,0.893994140625,2
mass,0,76,1.40947265625,1
mass,1,93,2.701904296875,5
mass,1,108,3.76025390625,1
mass,0,103,2.039501953125,3
mass,0,56,1.382080078125,3
mass,1,92,2.039501953125,2
mass,1,151,3.593408203125,2
mass,0,155,3.49130859375,1
mass,0,60,1.19033203125,9
mass,0,110,2.729296875,3
mass,0,113,2.370703125,2
mass,0,80,1.87265625,3
mass,0,21,0.251513671875,1
mass,0,16,0.27890625,2
mass,0,10,0.191748046875,3
mass,0,137,5.94169921875,3
mass,0,83,3.02314453125,2
mass,0,21,0.37353515625,7
mass,0,30,0.9064453125,6
mass,0,24,0.480615234375,7
mass,0,36,0.669873046875,6
mass,1,175,6.33017578125,1
mass,1,198,8.374658203125,1
mass,1,125,4.06904296875,1
mass,0,155,5.77734375,1
mass,1,108,2.383154296875,1
mass,0,33,0.889013671875,12
mass,1,29,0.91640625,3
mass,1,65,2.756689453125,5
mass,1,86,2.139111328125,5
mass,1,124,3.46142578125,1
mass,1,100,2.11171875,3
mass,1,139,3.558544921875,1
mass,0,36,1.04091796875,6
mass,0,37,0.66240234375,4
mass,0,21,0.45322265625,2
mass,0,170,5.645361328125,1
mass,0,138,5.50341796875,2
mass,0,18,0.2291015625,1
mass,0,29,0.535400390625,1
mass,0,12,0.226611328125,2
mass,0,58,1.780517578125,6
mass,0,34,2.330859375,3
mass,0,66,1.506591796875,4
mass,1,31,0.56279296875,4
mass,1,22,0.48310546875,3
mass,0,68,1.267529296875,1
mass,0,33,0.697265625,1
mass,1,124,2.689453125,3
mass,1,68,1.494140625,2
mass,0,39,0.7072265625,3
mass,0,22,0.311279296875,2
mass,1,73,1.282470703125,7
mass,1,19,0.26396484375,3
mass,1,25,0.366064453125,3
mass,0,31,0.590185546875,1
mass,0,32,0.545361328125,3
mass,0,58,1.4044921875,4
mass,0,68,1.192822265625,1
mass,0,19,0.6474609375,2
mass,0,52,1.7830078125,4
mass,1,66,1.39453125,5
mass,1,108,2.14658203125,4
mass,0,64,1.491650390625,1
mass,0,20,1.05087890625,1
mass,1,67,1.656005859375,1
mass,1,35,0.796875,1
mass,0,112,2.542529296875,3
mass,0,114,2.5400390625,2
mass,1,83,2.203857421875,2
mass,1,24,0.366064453125,5
mass,1,74,1.60869140625,2
mass,1,56,1.215234375,1
